Temperatura,Umidade,CO2,CO,Pressao_Atm,NO2,SO2,O3,Qualidade_Ambiental
21.236203565420873,46.15485729266889,1540.9971286829496,31.907228418608696,979.8912041204417,85.48747488115988,37.336204952762166,14.692721256912353,Moderada
38.52142919229749,43.303846736198224,613.6703925178097,22.964622676709656,959.4817775162059,51.97911915334019,44.17399187971953,101.13550816442459,Moderada
31.959818254342153,32.33077387520021,19998.31660915694,48.22492624319704,962.6359224972216,23.56923301005765,23.695813893571046,37.42383404853484,Moderada
27.959754525911098,62.50866690710416,1427.577082658291,10.94892254921191,968.0671128180921,74.9809697279588,15.169757851996971,41.23311007914558,Moderada
14.680559213273096,53.36369123560402,1119.551885691616,29.392820799947035,970.3653334364949,44.77442288991309,16.62348214341761,34.886980618375205,Moderada
14.67983561008608,80.59906946268026,1555.5707656793195,35.01050074951113,974.2261809210544,61.48961092798723,35.1504646598553,102.40923507441582,Ruim
11.742508365045984,22.24767063374408,19998.31660915694,41.278224467269084,975.5460028963495,15.190202566524189,28.810343665583314,117.67921949469326,Ruim
35.98528437324806,65.07075492885885,498.12936911583574,20.348551521400353,995.5716345487535,65.00047900401927,24.8382124178856,93.07053160230389,Moderada
28.033450352296263,73.40642149580927,1506.2651178767037,34.346095382874076,1000.9573190826042,40.48729644978681,10.935929860032529,100.59356465161093,Ruim
31.242177333881365,73.16405984318149,691.5850645745948,15.160073569214138,980.8879208126356,36.74802622325697,43.89732868744626,78.25505065712714,Moderada
10.617534828874074,82.02517769668675,1004.6104365928677,21.773804618091013,1040.7296419920729,98.09197998389112,39.2700019278629,68.16523992361266,Ruim
39.097295564859834,71.03236199806459,355.8666338517377,44.78135656016996,1005.3139723338954,46.080911062223485,7.891291485222251,89.37358052695666,Moderada
34.97327922401266,84.94670431533874,531.0425498975882,47.495380466547715,1028.7476928033407,69.41364592099475,19.002034275504695,13.933916668684233,Moderada
16.370173320348286,43.2859619874624,843.6213913831294,35.940867346363234,1042.4237832420843,64.6341158795149,27.564472588305676,16.75405781637364,Moderada
15.454749016213018,55.224659172608014,881.3758689895744,18.71759453880925,966.3135114575805,14.908837334089975,23.262592515805068,85.6000837433802,Moderada
15.502135295603015,20.985576429802347,1829.2948679855629,41.002889498733204,992.7874483715634,76.05311602111003,20.49199609814918,46.85769610457639,Ruim
19.127267288786133,20.487031111230387,1561.0819457530756,1.2933540862710091,993.3210401714609,35.700124326189766,36.22276298046594,63.77177920931021,Moderada
25.742692948967136,36.8088634316064,1952.7110459179698,5.137295526971053,985.4472250438354,80.89925717368983,3.6706717076540354,96.01918200259011,Ruim
22.958350559263472,27.056503799735967,1318.4215675699088,33.06868681876806,950.890586655164,62.72587434846133,24.099106617171152,73.48736992476273,Ruim
18.736874205941255,38.21479575550275,710.9133445552405,14.562428763502872,1031.5972107778096,35.12369154558151,13.846902829090467,98.57880621293636,Moderada
28.355586841671386,32.393030616987815,857.0135508667929,47.56931092002389,961.1559321553902,38.84783123145174,5.146300876503188,56.107076638770785,Moderada
14.184815819561255,21.996401738705377,843.721069596344,21.803030604615238,1049.548059792176,74.49320011830426,23.77947074214531,41.61656882686992,Moderada
18.764339456056547,83.65129024842346,855.0403570275278,21.46824101945885,1027.2958491911181,57.25563493667378,9.397065862457868,35.83205997722557,Boa
20.99085529881075,20.575619197222405,1444.0390942900867,33.90397550954656,1008.0010017606514,68.49334886377494,13.652989812620223,24.48490461805168,Moderada
23.682099526511077,71.52575010359598,1202.3734777537074,38.37842811530948,965.4606417741597,20.040240502142886,25.84342774599372,14.04761745013542,Moderada
33.55527884179041,30.650352084366155,955.2211027472953,23.777936906256826,1001.5392971393247,79.76278386169977,48.711740016708255,15.846391725174502,Moderada
15.990213464750791,83.856073539972,553.4526068388182,10.700045085586208,976.1108740857809,35.437175296928295,34.52849533337424,39.80987098460956,Boa
25.42703315240835,82.495715771292,337.63657700164805,38.66543213628108,975.232252454307,63.886820379978964,14.701468109684413,40.6253853779027,Moderada
27.772437065861276,65.773080245848,672.0189518990774,16.01756374368138,1032.9529249382485,15.894583397990827,19.73789657619345,51.996298193653175,Boa
11.393512381599932,67.05639048604236,482.70138674675815,8.75553846469288,988.0644423959435,35.53492290991186,20.900524463727884,75.07791083634561,Boa
28.22634555704315,20.3737399378782,1635.256552448807,31.582009496250663,995.0723803390804,66.64239284133097,8.52824354387448,93.52294886452668,Ruim
